1wIhS0QPuyEOWZrSnP0wtKHTWGCpbely_,  Protection of Industrial Power Systems Second Edition by T. Davies in PDF format for free.
 1ybYhXsSonRHzf5dMP0c6ym_aMAK16JW6,"  Advanced Magnetic and Optical Materials by Ashutosh Tiwari, Parameswar K. Iyer, Vijay Kumar and Hendrik Swart in PDF format for  free."
 1KttoKXB_YFaSXRzz8XH1FFPe_LD233Y7,"  Electric Machines Modeling, Condition Monitoring and Fault Diagnosis by Hamid A. Toliyat easily in PDF format for free."
 1RhvjPmGh3LNbX_B9RB6D57ddx9gc-JtY,  Mechanical Design of Electric Motors by Wei Tong easily in PDF format for free.
 1rBJ6yrrhY-wQXQOnyzM04Nr7-YpBKELM,  Guide to Electric Power Generation Second Edition by A.J. Pansini and K.D. Smalling easily in PDF format for free.
 1h6Zw6AKWC4oPztvtU1w54-RuqGLSM5Tc,  Power Management Integrated Circuits by Mona M. Hella and Patrick Mercier easily in PDF format for free.
 1Mulzr8vkZPHNJnv2RyDWJA3uokeISSSD,  Electrical Engineering Dictionary by Phillip A. Laplante easily in PDF format for free.
 1DU4VwDoFce6aj3W-78pzFIT6r1I8FLgG,  Electrical Installation Work Sixth Edition by Brian Scaddan easily in PDF format for free.
 1C41Mw4RT0lh2HxpWbvLYHTQyBOvKOSya,  Basic Electrical Installation Work 5th Edition by Trevor Linsley easily in PDF format for free.
 142GyDr_fH7PORbGLHH7JGFc7Ve6xsa9A,  Basics of Electrical Engineering by Sanjeev Sharma easily in PDF format for free.
 1iSH000hV3IkMQ8sITnO4IBTmbC9YZbYa,  Basic Electrical Engineering with Numerical Problems by P. S. Dhogal easily in PDF format for free.
 1Lp__Hc7UhHYOLJn8tHJKuPBvJiNASbIe,  Power Quality in Power Systems and Electrical Machines 2nd Edition by Mohammad A. S. Masoum and Ewald F. Fuchs easily in PDF format for free.
 14Y8MyHSW4C2ItHuQye6or9wfIoxXrPPJ,  Thermal Power Plant Pre Operational Activities by Dipak K. Sarkar easily in PDF format for free.
 1inrNKqymDAvHsFOuXAWCoKMjutuXMz-9,  Renewable Energy in Europe Second Edition Markets trends and technologies easily in PDF format for free.
 1lxgtipmMGTif4dDLEq8eFml9kN58pkQR,"  Dictionary of Electrical Engineering, English, German, French, Dutch and Russian easily in PDF format for free."
 1KZoHs_nXOP33E04bWRrp9GRTA8eYmTDb,  Basic Electrical Engineering Fourth Edition by C. L. Wadhwa easily in PDF format for free.
 1pSr2Tl6IQCHDc7KFLzZdasnoyqu2vcmo,  Theory and Problems of Basic Electrical Engineering by Jimmie J. Cathery and Syed A.Nasar easily in PDF format for free.
 1fsW4hPXp6V_zGESu0mEgKCabhTno5CKC,"  Design of Rotating Electrical Machines by Juha Pyrhonen, Tapani Jokinen and Valeria Hrabovcova easily in PDF format for free."
 1wyrOnqvwPZPwgXAuYTvzUNJ3uf5rpFMR,  Electrical Installation Calculations Sixth Edition by A. J. Watkins and Chris Kitcher easily in PDF format for free.
 17v3M0yHGimOe8MDaVtBsMH3_1d0oW3p6,  Electrical Installation Guide 2013 According to IEC international standards easily in PDF format for free.
 1bfe1VHAhhBqnJer61bDIiZbjxKk-tise,  Electrical engineering drawing Second Edition by S.K. Bhattacharya easily in PDF format for free.
 12qc4_2QhA8eYRH5CzwoBu866jR12sXJ7,  Electric Power Transmission System Engineering Analysis and Design Second Edition by Turan Gönen easily in PDF format for free.
 18GVa5W9ACPrwNcSJwRYNGNH8py3IavtU,  Textbook of Electrical Technology Volume 3 Transmission Distribution and Utilization by S. Chand easily in PDF format for free.
 1UaBNLp4fl4enAbonBuc4WQwEi4U2G_Ej,  The Future of Solar Energy An Interdisciplinary MIT Study easily in PDF format for free.
 1MR_pOb0EmN5jn8kVbEhQhqpoF0S8sLp8,  Electric Power Distribution Handbook Second Edition by T. A. Short easily in PDF format for free.
 1uqIGrWtqn82T3w9EhE1Ofz92zlMaSoT4,  Power Systems Third Edition The Electric Power Engineering Handbook by Leonard L. Grigsby easily in PDF format for free.
 1ktvqJeMItR3Ihfjt-UegeiBIFXZ4cIzj,  Electrical Circuit Theory and Technology Fourth Edition by John Bird easily in PDF format for free.
 1ZZ8uxNLbHMoVRtLtR8LOhKnGjBIZAD7l,Donload Wind and Solar Power Systems Design Analysis and Operation Second Edition by Mukund R. Pate easily in PDF format for free.
 1Ft_x4_vjoSlhrsZO7GS6yrwJVzB3X4oE,  Teach Yourself Electricity and Electronics Third Edition by Stan Gibilisco easily in PDF format for free.
 1_mH0MNwWv9EMbPN1kJxtjKSnAX5lTo57,  Electric Circuits Foundations of Engineering Series by Peter Silvester easily in PDF format for free.
 1DDJMlsRDBidkN831HrWR1Dumf6y1JdKx,  Power Plant Engineering Third Edition by P. K. Nag easily in PDF format for free.
 1euVbILwWUIjVawKb21I-2_bWUc1VWFsf,  Fundamentals of Electrical Engineering by Charles A. Gross and Thaddeus A. Roppel easily in PDF format for free.
 1l8lsxenMl9eI55Fq4qQqDup-i0nFLoS4,  Power System Analysis Solution Manual Second Edition by Hadi Saadat easily in PDF format for free.
 18fhnNVpCCmCcg8CpeOwtgINEDeO78tqM,  AutoCAD Electrical 2016 Black Book by Gaurav Verma easily in PDF format for free.
 159t_aXRUf3hOeDvcK-ED3PD38ZBhpl_o,"  Power System Transients Theory and Applications by Akihiro Ametani, Naoto Nagaoka, Yoshihiro Baba and Teruo Ohno easily in PDF format for free."
 14zKpPcRseDgzy6TZotz7AccukKbTD4JQ,  Electrical Impedance Principles Measurement  and Applications by Luca Callegaro easily in PDF format for free.
 14pRDo0GjXuK9FLzOvBHK6VcJSl19ckXw,  Power Quality Issues Current Harmonics by Suresh Mikkili and Anup Kumar Panda easily in PDF format for free.
 1vJy9U-ZRippwmTQ7IN3SlbZlD4cO6TTV,"  Power Plant Engineering New Age by A.K.Raja, Amit Prakash and Manish Dwivedi easily in PDF format for free."
 1A09Dx3TvH50BDhxlQ3B2TkFmkVIemEjN,  Smart Grid Fundamentals of Design and Analysis by James Momoh easily in PDF format for free.
 1tdtfD4dImv4Wyb-NB8nueIGFf8ZPjdc-,"  Cable System Transients Theory Modeling, and Simulation by Akihiro Ametani, Teruo Ohno and Naoto Nagaoka easily in PDF format for free."
 18dq6w0_NgkY4nRdeooWuAAd_NQOh13gz,  Power System Transients Parameter Determination by Juan A. Martinez-Velasco easily in PDf format for free.
 1K4sKk0DooL6rcA8othA6jCPuNWXe1gBM,"  Power Line Communications Principles, Standards and Applications From Multimedia to Smart Grid, Second Edition by Lutz Lampe, Andrea M. Tonello, and Theo G. Swart easily in PDF format for free."
 1aXdw_dzYqUcU9yxlmanw68drsKnhvmfs,  Electric Power Generation Transmission and Distribution Third Edition by Leonard L. Grigsby easily in PDF format for free.
 1NWL2ZV2yH7gvfbvB20eKOM8lqAcIzVJG,  Electromagnetic Foundations of Electrical Engineering by J. A. Brandão Faria easily in PDF format for free.
 1n8DadqkE5Ie3dRSzkfj00iWSRXNSTs7o,  Understanding Facts Concepts and Technology of Flexible AC Transmission Systems by Narain Hingoranl and Laszlo Gyugyi easily in PDF format for free.
 1M3TigOtXeLmXrohizT-42D5DLHaYuxHn,"  Electrical Insulation for Rotating Machines Design Evaluation Aging Testing and Repair by GREG, EDWARD, IAN and HUSSEIN DHIRANI easily in PDF format for free."
 1GdKFID2mm8opYiYBOuqNGsYxd9ZVlpUE,"  Topological Foundations Of Electromagnetism by Terence W Barrett easily in PDF format for free,"
 11ON9Ri7v0ozXolwvGzVt3EVi24aiWUno,  Basic Electrical Engineering By C.L. Wadhwa easily in PDF format for free.
 1UYVg6PkG-naOkfkIySSzkFnKn2KwtzV6,  Basic Electrical Engineering Revised Edition by V.K. Mehta and Rohit Mehta easily in PDF format for free.
 1md0MJ2C3JPgClqzfXawt5-lfQeG41EOP,  Electrical Machines Drives and Power Systems Fifth Edition by Theodore Wildi easily in PDF format for free.
 10ByMjmBc64hK9mG_vz6jHUHrVS5RtGws,  Electrical Power System Essentials by Pieter Schavemaker and Lou van der Sluis easily in PDF format for free.
 1DtCk0nWCpufOqhQdKPeOlrjXAalf3G3w,  Principles of Electric Machines with Power Electronic Applications 2nd Edition by Mohamed E. El-Hawary easily in PDF format for free.
 1So7hAFGgAECgXkuxJ_nIzE9lCaBhN2pM,  Electronic Circuits Fundamentals and Applications by Mike Tooley easily in PDF format for free.
 1Z_4J78MmEmOYnBIDZ5qBvxtN2C6UxLXH,  Electric Motors and Drives Fundamentals Types and Applications Fourth Edition by Austin Hughes and Bill Drury easily in PDF format for free.
 1PvlT9lJrf3wOeFIBBMmkUUwkHpnlcKLo,"  Power Quality Problems and Mitigation Techniques by Bhim Singh, Ambrish Chandra and Kamal Al-Haddad easily in PDF format for free."
 1hBnyJHnxtFWkqCz6jwK2gKBxKHVuqyMf,  Electrical Machines with MATLAB Second Edition By Turan Gonen easily in PDF format for free.
 1kgjsMBxritNSqhxtyck4Wj-RZv1BS8ux,  Design of Electrical Transmission Lines Structures and Foundations by Sriram Kalaga and Prasad Yenumula easily in PDF format for free.
 1xuT1uc9mStnCkdDlT38ZA4QwCnY-079m,  Model Predictive Control of High Power Converters and Industrial Drives by Tobias Geyer easily in PDF format for free.
 1oC2X9j9WunxfuE2UhjQvrHasbg0XjbGP,  The Homeowners DIY Guide to Electrical Wiring by David Herres easily in PDF format for free.
 10ftopkfUl-Kt8_C1F3KbUuBeS5blrNe_,  Electricity Retail Wheeling Handbook Second Edition by John M. Studebaker easily in PDF format for free.
 1makmoOIasyCVKijHsHfNev2fNJKyXzan,  Pulse Width Modulation For Power Converters Principles and Practice by Grahame Holmes and Thomas A. Lipo easily in PDF format for free.
 1Z_zDzqDqbTfqdZZYGMndH5s0_iU9Wy4R,  Handbook of Electrical Installation Practice Fourth Edition by Geoffrey Stokes easily in PDF format for free.
 1v3EMZ_vPjPzlAEJ0hc_1vvnkNf5JOd4B,  Operation and Control in Power Systems by P. S. R. Murty easily in PDF format for free.
 1qhD9q82ez_0BswIU1gvZZT5A2Esi3IDi,  Switched Reluctance Motor Drives Modeling Simulation Analysis Design and Applications easily in PDF format for free.
 1RyXizFOckuf22ear25bCsDlUGcCSVlST,  Applied Superconductivity Handbook on Devices and Applications by Paul Seidel easily in PDF format for free.
 1PIQWUu0QFNCvuO2Ho0_tp6ONKR7aB823,  The Analysis and Design of Linear Circuits Eighth Edition by Roland E. Thomas easily in PDF format for free.
 1sTBzUyxIvZSAWURz_aLpvwgB2aJkSsQV,  Electrical Engineering Principles and Applications Sixth Edition by Allan R. Hambley easily in PDF format for free.
 1lpDPA_4rFxMX1BkTw5ZeU1c97bbqMqZq,  Transformer Engineering Design Technology and Diagnostics Second Edition by S.V. Kulkarni and S.A. Khaparde easily in PDF format for free.
 1zjNO0HSuzXryNh2YmiwupilbjWKvBZRo,  Fundamentals of Electric Circuits Fifth Edition by Charles K. Alexander and Matthew N. O. Sadiku easily in PDF format for free.
 1pgjYPZ0VfwNbyUhOpUloDDbnokfUf4DV,  Electrical Distribution Engineering 3rd Edition by Anthony J. Pansini easily in PDF format for free.
 1t__ws7NwotPpWqwwRi4Csvrcg7B78mf-,  Electromagnetic Compatibility Methods Analysis Circuits and Measurement Third Edition by David A. Weston easily in PDF format for free
 1mwClBCyCgbJ-WMBjpmjW-uQ0B3vF7SJp,  Electrical Contacts Principles and Applications Second Edition By Paul G Slade easily in PDF format for free
 18OYvQbn216BZsgwgIRf6aR9JTMxB2GY5,  Electric Machinery and Power System Fundamentals Solutions Manual By Stephen Chapman easily in PDF format for free
 1Jm2G5KfFi7JLcZGlyZ3C_bd_Dk43ve5H,  Electromagnetic Mechanical and Transport Properties of Composite Materials By Rajinder Pal easily in PDF format for free.
 1UJWX4CiVKOFpWoWzs5bFOvPpO1An1wLN,  Combined Cycle Gas and Steam Turbine Power Plants Third Edtion By Rolf Keh and Frank Hannemann easily in PDF format for free
 1Y0JV3RfeTa-iRBWPv6QO4uEezvRHr1HE,  Power System Harmonics Second Edition by J Arrillaga and N R Watson easily in PDF format for free.
 1eqdoxakF3S0vV-tgY11sFs3sBk0I-Hfh,  Hydroelectric Energy Renewable Energy and the Environment by Bikash Pandey and Ajoy Karki easily in PDF format for free.
 1_7_msrF2Onkm7uLdgsF9DH3DCVlvOxvl,  Basic Electrical Installation Work Fourth Edition by Trevor Linsley easily in PDF format for free.
 1PY7YHKVmn3tkhXbBrJoLRKz50gIuMXjL,"  Renewable Energy Toolkit For Affordable Housing, Department of Housing and Urban Development Community Planning and Development (CPD) easily in PDF format for free."
 1HoU_LDG4j34Ya3A2Z3NXyaKaRtvokN38,  Energy Efficient Buildings with Solar and Geothermal Resources by Ursula Eicker easily in PDF format for free.
 1jVEN8Gy3TcZWzEMSq8x-ie4OChW-9ApF,"  Power System Engineering Planning, Design, and Operation of Power Systems and Equipment by Juergen Schlabbach easily in PDF format for free."
 1B_1-ueG9xzAaAbAYzqpRToPmyDELeCgO,  Electrical Circuit Theory and Technology Fifth Edition by John Bird easily in PDF format for free.
 1mZqF1-01zSdxDmcgiig2S3zlcrj1txme,  Electrical Circuit Theory and Technology Sixth edition by John Bird easily in PDF format for free.
 1cNjrYnGBMkLZs-zQMxa6k6jQNNQ_0CMH,  Electrical Circuit Theory and Technology Second Edition by John Bird easily in PDF format for free.
 1w-4FRYCqupCKHU2KnO0dkZKeNKZ_EP9_,  Electrical Circuit Theory and Technology Third edition by John Bird easily in PDF format for free.
 1onlibuTmY4vyLweQAyoPwEEvBZRkIljP,  High Voltage Engineering Second Edition by C.L. Wadhwa easily in PDF format for free.
 12iBK-2sPhGg8ZIuWfPRIi8CGwOJ1EB-z,  Wind Energy Engineering by Pramod Jain easily in PDF format for free.
 14mt24RHpE0kq6XT5MgnZfYIiWxNTVI39,  High Performance Control of AC Drives with Matlab Simulink Models by Haitham Abu Rub easily in PDF format for free.
 1OrQHLhPo8NJt8ANaSA7UCesN4oo7epKL,  Electric Circuits and Signals by Nassir H. Sabah easily in PDF format for free.
 1Dm_Y3mZIKrWf18MS88_xWwOB-8WkLf5X,"  Electric Power Systems Fifth Edition by B.M. Weedy, B.J. Cory, N. Jenkins, J.B. Ekanayake and G. Strbac easily in PDF format for free."
 1n9E5W_TtjbsbztIWAQTwAomY2N-k0Tre,  Electric Power Distribution Reliability Second Edition by H. Lee Willis easily in PDF format for free.
